6,3,2,1,0,0,3,0,2,0,8,1,3,1,0,2,0,0,0,0,9,1,3,1,1,0,0,0,2,1,6,4,3,0,3,0,3,0,0,0,8,1,2,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,1,0,6,1,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,4,0,9,0,1,0,0,0,0,0,5,0,8,2,1,1,0,0,2,0,2,0,5,1,4,0,0,0,0,0,1,0,8,2,4,1,1,0,1,0,1,0,8,1,1,1,0,0,0,1,1,0,5,1,2,1,0,0,3,0,0,0,6,0,3,0,0,0,2,0,1,0,7,1,1,1,0,0,0,1,2,0,7,1,3,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,2,0,4,5,23,7,2,0,2,4,88,6,2,0,7,0,0,0,1,1,33,7,7,3,31,4,0,0,6,3,107,7,6,6,27,9,2,1,2,5,105,6,6,0,24,6,0,0,0,3,92,6,6,1,26,9,2,0,0,5,90,7,5,5,2,2,4.90,4.60,1,2,5,0,9,6,1,3,6,0,4,0,1,1,3,0,6,11,0,8,3,1,5,4,1,3,4,0,8,4,1,6,3,3,1,5.30,4.70,0,5,2,1,5,4,1,9,9,0,4,6,0,7,3,1,6,4,1,5,9,0,6,5,1,5,3,1,1,2,0,7,6
9,2,5,0,0,3,1,0,1,0,8,1,3,0,0,0,0,1,3,0,9,3,2,0,2,0,1,0,2,0,8,1,1,0,1,0,1,0,3,0,8,1,3,0,0,0,1,0,0,0,6,0,4,2,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,0,3,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,2,5,1,0,0,0,0,2,0,7,2,1,1,0,0,3,0,0,0,10,1,4,1,0,0,0,0,1,0,8,0,2,0,0,0,1,0,3,0,9,1,2,1,0,1,0,0,3,0,9,2,5,2,1,1,0,0,2,0,7,0,0,0,0,1,1,0,3,0,4,2,18,4,0,1,3,2,75,7,4,2,21,6,1,1,2,2,93,5,2,0,9,1,1,0,2,1,40,7,5,3,24,6,0,1,3,5,102,6,5,4,23,5,2,1,4,4,96,6,5,1,21,2,1,0,4,5,93,7,6,5,3,2,5.09,4.73,1,7,6,1,2,5,0,9,6,1,3,6,0,4,0,1,1,3,0,6,11,0,8,3,1,5,4,1,3,4,0,6,4,3,2,5.36,4.91,1,6,7,0,5,2,1,5,4,1,9,9,0,4,6,0,7,3,1,6,4,1,5,9,0,6,5,1,5,3,1,5,4
11,1,4,1,0,0,0,0,2,0,6,2,2,0,0,0,2,2,2,0,8,2,2,1,1,0,2,0,2,0,7,0,2,0,0,0,2,0,2,0,7,3,3,1,0,0,3,0,0,0,8,1,1,0,0,0,2,0,2,1,7,1,6,0,1,0,3,0,0,0,5,1,1,0,1,0,0,0,0,0,8,3,2,1,0,0,1,1,1,0,8,0,3,1,0,1,1,0,0,0,9,1,2,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,8,1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,9,0,4,2,0,0,0,0,4,0,4,1,2,1,0,0,1,0,0,0,7,1,3,0,0,0,0,0,3,0,6,2,21,4,0,0,0,10,85,6,6,2,24,5,0,1,2,11,107,7,6,1,23,6,0,0,1,5,101,7,0,4,6,1,0,0,4,0,32,7,0,1,2,0,0,0,2,0,16,7,0,1,4,2,0,0,1,0,14,1,6,3,3,1,5.50,4.40,0,7,3,1,8,2,1,4,5,0,9,9,0,6,4,1,2,8,0,2,0,1,6,2,1,6,10,0,5,1,1,2,8,1,4,3.90,6.20,2,3,7,0,2,8,0,2,1,1,1,10,0,4,5,0,3,7,0,4,6,0,9,5,1,7,8,0,4,5,0,17,2
7,1,3,0,0,0,1,1,1,0,10,2,5,0,1,1,0,0,0,1,8,1,1,0,1,0,0,1,1,0,8,1,2,1,0,0,0,0,2,0,6,1,2,0,1,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,5,1,1,0,0,0,2,0,1,0,7,0,2,0,0,0,0,0,1,0,7,1,2,2,0,0,0,0,0,0,10,3,3,2,1,0,0,0,3,0,9,4,4,2,0,1,0,1,2,0,8,1,1,1,0,0,0,1,2,0,8,3,4,1,0,0,1,0,2,0,2,1,1,0,0,0,1,0,0,0,8,2,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,5,1,3,0,1,0,0,0,1,0,7,1,3,0,0,0,0,0,0,2,6,3,25,7,0,0,1,3,91,6,7,2,28,4,1,1,5,6,103,6,5,3,25,7,2,0,3,2,93,7,7,3,29,4,1,1,5,11,109,6,7,2,27,6,1,1,2,8,111,6,5,4,23,6,3,1,3,3,75,7,5,5,2,3,4.60,4.30,1,7,2,1,5,16,0,1,2,0,10,1,1,5,4,1,8,2,1,0,2,0,2,6,0,3,4,0,5,4,1,5,5,2,2,5.80,5.30,1,2,7,0,16,5,1,1,5,0,4,7,0,7,3,1,3,1,1,11,6,1,3,8,0,10,6,1,1,5,0,5,7
11,2,4,1,0,0,3,1,5,0,11,1,5,1,0,0,1,0,2,0,8,3,2,2,0,1,6,0,2,0,5,1,1,0,0,0,0,0,1,0,9,1,3,1,0,1,4,1,2,0,4,0,2,0,0,0,2,0,2,0,7,0,1,0,0,0,0,0,3,0,6,1,3,0,0,0,0,0,0,1,8,3,2,0,1,0,2,0,2,0,12,0,3,1,0,1,1,0,0,0,10,1,3,0,0,0,0,0,4,0,6,0,2,0,0,0,1,0,2,0,12,1,5,1,0,0,1,0,3,0,13,2,4,1,0,0,0,0,4,0,12,0,4,2,0,0,0,0,6,1,6,1,2,1,0,0,1,0,2,0,4,0,1,1,0,0,1,0,1,1,3,1,1,0,0,0,1,0,1,0,5,2,23,6,0,0,1,3,92,6,4,3,17,3,0,2,3,2,61,7,2,0,9,1,0,0,2,1,37,4,3,7,22,7,0,2,5,1,86,5,6,0,24,2,0,0,3,5,100,5,4,3,26,6,0,1,6,5,109,7,5,5,1,4,5.00,5.60,0,0,9,0,5,3,1,12,11,1,6,7,0,3,4,0,2,3,0,8,4,1,1,4,0,8,7,1,5,4,1,2,9,1,5,3.73,7.18,2,2,17,0,3,7,0,2,8,0,2,1,1,1,10,0,4,5,0,3,7,0,4,6,0,9,5,1,7,8,0,18,2
11,3,4,0,0,0,3,0,2,0,10,5,5,1,0,0,4,0,0,2,8,2,5,1,0,0,0,0,1,0,13,2,4,2,1,0,1,0,4,1,14,1,2,1,0,0,1,0,8,0,14,1,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,12,1,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,10,1,3,0,0,1,2,1,3,0,9,1,2,2,0,1,1,0,0,0,13,2,3,1,1,0,0,1,4,0,12,2,3,1,1,0,0,0,4,0,9,1,3,1,1,0,3,0,2,0,5,2,2,0,1,0,2,1,1,1,9,1,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,0,2,0,2,0,12,2,1,0,2,4,52,6,5,1,22,5,0,0,2,8,110,6,4,5,22,7,1,0,2,4,92,7,5,0,21,4,0,0,1,7,99,6,8,1,29,7,0,0,2,7,96,7,7,1,26,4,0,0,1,10,98,7,6,6,2,4,5.33,4.25,0,9,0,1,3,5,0,11,12,0,5,1,1,7,4,1,3,7,0,3,8,0,11,1,1,2,1,1,5,6,0,5,6,3,2,4.64,4.55,0,5,7,0,7,2,1,5,16,0,1,2,0,10,1,1,5,4,1,8,2,1,0,2,0,2,6,0,3,4,0,0,3
15,4,5,2,1,1,0,0,4,1,12,5,5,2,0,1,0,2,3,0,11,3,4,1,0,1,1,1,2,0,12,4,6,1,0,0,1,0,2,0,6,1,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,10,2,4,0,0,0,1,0,0,2,14,3,5,2,0,0,3,0,2,0,11,5,6,1,0,0,3,2,2,0,13,4,3,1,2,0,2,0,3,1,11,1,2,0,0,0,3,0,4,0,11,3,7,0,2,0,4,0,0,0,11,2,1,0,0,0,3,0,3,1,4,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,12,5,4,1,1,0,1,1,1,0,4,4,25,7,1,0,5,1,95,5,5,2,22,8,2,1,1,3,93,5,2,5,19,5,1,0,6,1,68,7,6,0,26,3,0,0,2,4,100,6,3,7,20,7,2,0,3,2,74,7,5,5,28,12,2,1,1,4,92,7,6,5,3,3,5.91,5.27,1,7,5,1,2,7,0,16,5,1,1,5,0,4,7,0,7,3,1,3,1,1,11,6,1,3,8,0,10,6,1,7,3,3,2,6.55,4.18,1,17,2,1,7,3,1,8,2,1,4,5,0,9,9,0,6,4,1,2,8,0,2,0,1,6,2,1,6,10,0,2,7
13,2,3,1,0,0,1,0,2,0,14,2,5,1,0,0,0,0,3,1,8,2,3,0,1,0,2,0,0,0,10,2,2,1,0,0,4,0,2,0,12,0,2,0,0,0,1,0,4,0,12,4,6,2,2,2,1,0,4,0,10,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,0,3,0,6,0,2,0,0,0,1,1,3,0,13,0,4,0,0,0,1,0,3,1,11,2,2,1,1,0,3,0,3,0,9,3,2,1,1,0,4,0,2,0,13,3,4,0,2,0,1,0,2,1,6,2,1,0,0,0,2,0,0,0,10,1,2,1,1,0,0,0,4,0,8,0,2,0,0,0,1,0,2,0,3,4,18,6,1,1,2,2,76,6,5,5,21,8,1,2,0,5,86,6,5,0,21,5,0,0,1,3,71,7,5,6,29,10,1,0,5,4,109,6,7,1,27,7,2,0,0,5,105,7,7,1,28,6,1,0,2,3,111,7,6,5,3,2,5.25,4.92,0,4,5,0,6,7,0,5,2,1,5,4,1,9,9,0,4,6,0,7,3,1,6,4,1,5,9,0,6,5,1,4,6,1,1,4.10,4.80,0,6,7,0,0,2,0,7,6,1,6,9,0,6,3,1,0,4,0,4,8,0,4,1,1,4,3,1,4,5,0,6,11
10,3,3,0,0,3,3,0,1,0,10,0,1,0,0,0,2,0,3,0,12,2,3,0,0,0,2,0,4,0,12,2,5,1,0,1,2,0,4,0,12,1,4,0,1,0,1,0,6,1,11,0,1,0,0,0,0,1,3,1,10,3,4,0,1,1,2,0,1,0,10,2,3,0,1,0,1,0,1,0,7,1,3,1,0,1,0,0,2,0,14,3,6,0,0,4,1,0,2,0,13,1,3,0,0,0,0,1,4,0,14,3,3,0,2,0,1,0,4,0,12,2,5,0,0,0,1,0,1,0,9,1,5,2,1,0,1,0,0,0,12,2,2,0,1,0,2,0,4,0,12,1,2,1,1,0,2,0,4,0,6,0,2,1,0,0,1,1,0,0,7,0,1,0,0,0,0,0,3,0,6,3,27,7,1,0,3,5,98,6,5,3,25,6,2,1,5,4,103,6,6,2,25,1,1,0,6,8,112,7,2,5,14,4,0,1,5,3,57,7,7,0,26,3,0,0,3,5,113,7,6,4,25,7,3,1,0,2,106,7,7,5,1,2,4.25,4.67,2,7,6,1,2,0,1,6,7,0,7,6,1,4,3,1,3,2,1,8,3,1,1,11,0,1,2,0,4,5,0,7,5,3,3,5.08,4.67,1,5,4,1,7,6,1,2,5,0,9,6,1,3,6,0,4,0,1,1,3,0,6,11,0,8,3,1,5,4,1,7,3
9,2,2,0,1,0,0,0,4,0,5,3,2,0,0,2,2,0,1,0,6,0,1,0,0,0,1,0,2,0,4,0,1,0,0,0,1,0,0,0,7,3,4,0,2,0,1,0,0,0,8,3,4,0,0,0,2,0,2,1,9,3,5,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,5,2,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,8,1,1,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,1,1,7,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,2,1,4,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,24,3,0,0,4,6,88,7,3,5,19,7,0,2,1,2,75,5,6,2,25,6,1,1,3,9,99,7,3,3,14,5,1,1,1,2,63,5,4,3,21,3,2,0,5,6,93,5,5,5,24,5,1,2,3,2,101,6,6,5,2,4,6.18,5.27,0,18,2,1,0,9,0,5,3,1,12,11,1,6,7,0,3,4,0,2,3,0,8,4,1,1,4,0,8,7,1,2,10,1,6,3.58,8.08,3,2,18,0,2,17,0,3,7,0,2,8,0,2,1,1,1,10,0,4,5,0,3,7,0,4,6,0,9,5,1,6,4
