name,birth
이유찬,1998-08-05
페르난데스,1988-04-27
박건우,1990-09-08
김재환,1988-09-22
최주환,1988-02-28
국해성,1989-10-08
정상호,1982-12-24
백동훈,1990-09-16
권민석,1999-02-20
이영하,1997-11-01
이천웅,1988-10-20
김현수,1988-01-12
채은성,1990-02-06
라모스,1994-12-28
박용택,1979-04-21
유강남,1992-07-15
오지환,1990-03-12
정주현,1990-10-13
손호영,1994-08-23
차우찬,1987-05-31
18 , 10
