name,birth
전준우,1986-02-25
손아섭,1988-03-18
최준석,1983-02-15
이대호,1982-06-21
김문호,1987-06-22
강민호,1985-08-18
황진수,1989-02-15
신본기,1989-03-21
김민수,1998-03-18
노경은,1984-03-11
로하스,1990-05-24
전민수,1989-03-18
유한준,1981-07-01
박경수,1984-03-31
이진영,1980-06-15
심우준,1995-04-28
오태곤,1991-11-18
정현,1994-06-01
이해창,1987-05-11
류희운,1995-06-19
3 , 10
