name,birth
이용규,1985-08-26
정근우,1982-10-02
송광민,1983-06-24
호잉,1989-05-18
김태균,1982-05-29
하주석,1994-02-25
오선진,1989-07-07
최재훈,1989-08-27
양성우,1989-05-02
김재영,1993-07-22
손아섭,1988-03-18
황진수,1989-02-15
이병규,1983-10-09
이대호,1982-06-21
채태인,1982-10-11
김문호,1987-06-22
번즈,1990-08-07
신본기,1989-03-21
나종덕,1998-03-16
레일리,1988-06-29
4 , 2
