name,birth
이정후,1998-08-20
임병욱,1995-09-30
김하성,1995-10-17
박병호,1986-07-10
초이스,1989-11-10
김민성,1988-12-17
허정협,1990-02-17
김혜성,1999-01-27
주효상,1997-11-11
브리검,1988-02-10
이명기,1987-12-26
최원준,1997-03-23
김주찬,1981-03-25
최형우,1983-12-16
나지완,1985-05-19
안치홍,1990-07-02
오준혁,1992-03-11
황윤호,1993-09-22
백용환,1989-03-20
양현종,1988-03-01
1 , 5
