name,birth
이형종,1989-06-07
정주현,1990-10-13
김현수,1988-01-12
채은성,1990-02-06
유강남,1992-07-15
이천웅,1988-10-20
김민성,1988-12-17
오지환,1990-03-12
김용의,1985-08-20
장원삼,1983-06-09
이정후,1998-08-20
김하성,1995-10-17
샌즈,1987-09-28
박병호,1986-07-10
장영석,1990-05-14
서건창,1989-08-22
임병욱,1995-09-30
이지영,1986-02-27
허정협,1990-02-17
이승호,1999-02-08
0 , 6
